id,name,set,body,blue1,tag_blue1,blue2,tag_blue2,yellow,orange1,tag_orange1,orange2,tag_orange2,red1,tag_red1,red2,tag_red2,red3,tag_red3,image
yasuke,Yasuke,White Death,katana,plus_1_free_[action]_action,move,guards_[skill],damage_2_[action]:ranged,plus_1_action,plus_1_die_[action],combat,freeze_[action],combat,chi_[skill],roll_6_plus_1_damage_[action]:combat,chi_[skill],roll_6_plus_1_dice_roll_[action]:combat,plus_1_free_[action]_action,combat,https://static.wikia.nocookie.net/zombicide/images/6/67/Yasuke_WD.png
yasuke_ee,Yasuke EE,White Death,katana_(chi),plus_1_free_[action]_action,move,guards_[skill],damage_2_[action]:ranged,plus_1_action,plus_1_die_[action],combat,freeze_[action],combat,chi_[skill],roll_6_plus_1_damage_[action]:combat,chi_[skill],roll_6_plus_1_dice_roll_[action]:combat,plus_1_free_[action]_action,combat,https://static.wikia.nocookie.net/zombicide/images/6/67/Yasuke_WD.png
fengbao,Fengbao,Eternal Empire,war_bow_(chi),chi_[skill],plus_2_dice_[action]:combat,guards_[skill],damage_2_[action]:ranged,plus_1_action,plus_1_free_[action]_action,ranged,hit_run,,plus_1_die_[action],ranged,plus_1_free_[action]_action,combat,marksman,,https://static.wikia.nocookie.net/zombicide/images/4/44/Fengbao_EE.png
jianrui,Jianrui,Eternal Empire,dragon_lance_(chi),chi_[skill],damage_2_[action]:combat,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_free_[action]_action,move,chi_[skill],plus_1_free_[action]_action:combat,plus_1_free_[action]_action,combat,plus_1_roll_[action],melee,plus_1_roll_[action],ranged,https://static.wikia.nocookie.net/zombicide/images/1/17/Jianrui_EE.png
shao,Shao,Eternal Empire,halberd_(chi),chi_[skill],jump,guards_evade,,plus_1_action,chi_[skill],plus_1_free_[action]_action:combat,shove,,chi_[skill],plus_1_roll_[action]:combat,plus_1_free_[action]_action,melee,plus_1_roll_[action],melee,https://static.wikia.nocookie.net/zombicide/images/7/76/Shao_EE.png
yinying,Yinying,Eternal Empire,dagger_(chi),chi_[skill],plus_1_free_[action]_action:melee,guards_[skill],damage_2_[action]:melee,plus_1_action,plus_1_roll_[action],melee,bloodlust_[action],melee,chi_[skill],plus_1_free_[action]_action:combat,sprint,,super_strength,,https://static.wikia.nocookie.net/zombicide/images/7/7c/Yinying_EE.png
zhi_shen,Zhi Shen,Eternal Empire,power_blast_(chi),chi_[skill],plus_1_free_[action]_action:magic,guards_[skill],plus_1_max_range,plus_1_action,chi_[skill],plus_1_damage_[action]:magic,spellcaster,,plus_1_die_[action],magic,plus_1_free_[action]_action,enchantment,plus_1_free_[action]_action,magic,https://static.wikia.nocookie.net/zombicide/images/9/97/ZhiShen_EE.png
zhi_yang,Zhi Yang,Eternal Empire,any_enchantment,chi_[skill],plus_1_roll_[action]:combat,guards_push,,plus_1_action,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,plus_1_free_[action]_action,magic,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,move,https://static.wikia.nocookie.net/zombicide/images/7/70/ZhiYang_EE.png
chang_e,Chang' E,Chang' E and Hou Yi Box,jump_(chi),jump,,guards_[skill],jump,plus_1_action,plus_1_free_[action]_action,magic,plus_1_free_[action]_action,move,escalation_[action],magic,freeze_[action],magic,sprint,,https://static.wikia.nocookie.net/zombicide/images/8/8e/ChangE.png
hou_yi,Hou Yi,Chang' E and Hou Yi Box,war_bow_(chi),plus_1_roll_[action],ranged,guards_[skill],damage_2_[action]:combat,plus_1_action,plus_1_free_[action]_action,ranged,roll_6_plus_1_damage_[action],ranged,plus_1_max_range,,escalation_[action],ranged,roll_6_plus_1_die_[action],combat,https://static.wikia.nocookie.net/zombicide/images/c/ce/HouYi.png
april_oneil,April O'Neil,TMNT Timecrash,aprils_harp,starts_with_[equipment],aprils_harp,plus_1_die_[action],magic,plus_1_action,plus_1_die_[action],magic,spellcaster,,plus_1_die_[action],magic,plus_1_free_[action]_action,combat,spellbook,,https://static.wikia.nocookie.net/zombicide/images/e/e9/AprilONeil.png
casey_jones,Casey Jones,TMNT Timecrash,caseys_hockey_stick,starts_with_[equipment],caseys_hockey_stick,improvised_weapon_[action],combat,plus_1_action,bloodlust_[action],melee,shove,,plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,jump,,https://static.wikia.nocookie.net/zombicide/images/1/1b/CaseyJones.png
donatello,Donatello,TMNT Timecrash,donatellos_bo_staff,starts_with_[equipment],donatellos_bo_staff,transmutation,,plus_1_action,plus_1_free_[action]_action,melee,turtle_bonus_[skill],plus_2_dice_[action]:combat,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,turtle_focus_plus_3_dice_combat,,https://static.wikia.nocookie.net/zombicide/images/5/5c/DonatelloFantasy.png
leonardo,Leonardo,TMNT Timecrash,leonardos_ninjatos,starts_with_[equipment],leonardos_ninjatos,brother_in_arms_[game_effect],plus_1_free_[action]_action:melee,plus_1_action,sprint,,turtle_bonus_[skill],plus_2_dice_[action]:combat,plus_1_free_[action]_action,move,plus_1_roll_[action],melee,turtle_focus_plus_2_dice_roll_combat,,https://static.wikia.nocookie.net/zombicide/images/8/8a/LeonardoFantasy.png
michelangelo,Michelangelo,TMNT Timecrash,michelangelos_nunchakus,starts_with_[equipment],michelangelos_nunchakus,taunt,,plus_1_action,bloodlust_[action],melee,turtle_bonus_[skill],plus_1_roll_[action]:combat,plus_1_free_[action]_action,combat,lucky,,turtle_focus_plus_3_dice_combat,,https://static.wikia.nocookie.net/zombicide/images/b/b7/MichelangeloFantasy.png
raphael,Raphael,TMNT Timecrash,raphaels_sai,starts_with_[equipment],raphaels_sai,plus_1_die_[action],melee,plus_1_action,bloodlust_[action],melee,turtle_bonus_[skill],damage_2_[action]:combat,plus_1_free_[action]_action,melee,barbarian,,turtle_focus_damage_3_combat,,https://static.wikia.nocookie.net/zombicide/images/7/7f/RaphaelFantasy.png
splinter,Splinter,TMNT Timecrash,splinters_cane,starts_with_[equipment],splinters_cane,hit_run,,plus_1_action,plus_1_damage_[action],melee,turtle_power_2_for_1,,plus_1_damage_[action],combat,plus_1_roll_[action],combat,one_free_turtle_power,,https://static.wikia.nocookie.net/zombicide/images/7/70/Splinter.png
jennika,Jennika,Jennika Box,jennikas_tekko_kagi,jump,,starts_with_[equipment],jennikas_tekko_kagi,plus_1_action,hit_run,,turtle_bonus_[skill],damage_2_[action]:combat,one_free_turtle_power,,reaper_[action],combat,roll_6_plus_1_damage_[action],combat,https://static.wikia.nocookie.net/zombicide/images/6/6d/Jennika.png
alghara_steel_sworn,Alghara Steel-Sworn,Frozen Fortress,dagger,slippery,,guards_evade,,plus_1_action,plus_1_free_[action]_action,melee,jump,,plus_1_damage_[action],melee,plus_1_free_[action]_action,move,plus_1_roll_[action],melee,https://static.wikia.nocookie.net/zombicide/images/0/0d/AlgharaSteelSworn_FR.png
andrea,Andrea,Frozen Fortress,dagger,plus_1_die_[action],melee,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_die_[action],melee,taunt,,plus_1_die_[action],combat,plus_1_free_[action]_action,melee,roll_6_plus_1_die_[action],melee,https://static.wikia.nocookie.net/zombicide/images/2/25/AndreaFantasy.png
artema,Artema,Frozen Fortress,dagger,iron_hide,,guards_[skill],marksman,plus_1_action,plus_1_free_[action]_action,move,damage_2_[action],melee,plus_1_free_[action]_action,combat,plus_1_roll_[action],melee,barbarian,,https://static.wikia.nocookie.net/zombicide/images/a/ab/Artema_FF.png
badang,Badang,Frozen Fortress,dagger,super_strength,,guards_[skill],damage_2_[action]:melee,plus_1_action,plus_1_die_[action],melee,tough,,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,jump,,https://static.wikia.nocookie.net/zombicide/images/d/d6/Badang_FR.png
byakko_maru,Byakko-Maru,Frozen Fortress,dagger,bloodlust_[action],melee,guards_[skill],bloodlust_[action]:melee,plus_1_action,roll_6_plus_1_damage_[action],melee,escalation_[action],melee,plus_1_die_[action],melee,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,move,https://static.wikia.nocookie.net/zombicide/images/d/d0/ByakkoMaru_FR.png
caishen_ye,Caishen Ye,Frozen Fortress,any_enchantment,can_search_more_than_once,,guards_[skill],lucky,plus_1_action,plus_1_free_[action]_action,magic,is_that_all_youve_got,,plus_1_free_[action]_action,magic,escalation_[action],magic,hoard,,https://static.wikia.nocookie.net/zombicide/images/b/bd/CaishenYe_FR.png
cao_ren,Cao Ren,Frozen Fortress,great_sword,shove,,guards_push,,plus_1_action,plus_1_free_[action]_action,melee,tough,,bloodlust_[action],melee,damage_2_[action],melee,iron_hide,,https://static.wikia.nocookie.net/zombicide/images/b/bc/CaoRen_FR.png
cirina_black_mantle,Cirina Black-Mantle,Frozen Fortress,any_enchantment,spellcaster,,guards_[skill],lucky,plus_1_action,plus_1_die_[action],magic,lucky,,plus_1_die_[action],magic,damage_2_[action],magic,freeze_[action],magic,https://static.wikia.nocookie.net/zombicide/images/f/fd/CirinaBlackMantle_FR.png
cristina,Cristina,Frozen Fortress,power_blast,spellcaster,,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_die_[action],magic,plus_1_free_[action]_action,magic,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,marksman,,https://static.wikia.nocookie.net/zombicide/images/d/df/Cristina.png
da_qiao,Da Qiao,Frozen Fortress,any_combat_spell,plus_1_free_[action]_action,enchantment,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_free_[action]_action,magic,ironclad_[zombie],walker,plus_1_free_[action]_action,combat,plus_1_roll_[action],magic,ironclad_[zombie],runner,https://static.wikia.nocookie.net/zombicide/images/c/c6/DaQiao_FR.png
date_masamune,Date Masamune,Frozen Fortress,sword,escalation_[action],combat,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_die_[action],combat,plus_1_free_[action]_action,move,plus_1_free_[action]_action,combat,bloodlust_[action],melee,born_leader,,https://static.wikia.nocookie.net/zombicide/images/c/c2/DateMasamune_FR.png
dd,DD,Frozen Fortress,disintegrate,bloodlust_[action],melee,guards_[skill],bloodlust_[action]:melee,plus_1_action,plus_1_free_[action]_action,combat,lucky,,plus_1_die_[action],combat,plus_1_free_[action]_action,magic,plus_1_free_[action]_action,melee,https://static.wikia.nocookie.net/zombicide/images/6/68/DD.png
dian_wei,Dian Wei,Frozen Fortress,halberd,plus_1_damage_[action],melee,guards_[skill],damage_2_[action]:melee,plus_1_action,plus_1_free_[action]_action,melee,shove,,plus_1_free_[action]_action,combat,escalation_[action],melee,swordmaster,,https://static.wikia.nocookie.net/zombicide/images/0/0f/DianWei_FR.png
diao_chan,Diao Chan,Frozen Fortress,war_bow,taunt,,guards_[skill],damage_2_[action]:ranged,plus_1_action,plus_1_die_[action],ranged,plus_1_free_[action]_action,ranged,plus_1_die_[action],ranged,plus_1_free_[action]_action,ranged,marksman,,https://static.wikia.nocookie.net/zombicide/images/2/21/DiaoChan_FR.png
gan_ning,Gan Ning,Frozen Fortress,great_axe,jump,,guards_[skill],jump,plus_1_action,plus_1_free_[action]_action,move,hit_run,,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,damage_2_[action],melee,https://static.wikia.nocookie.net/zombicide/images/6/61/GanNing_FR.png
genghis_khan,Genghis Khan,Frozen Fortress,any_shield,born_leader,,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_free_[action]_action,move,bloodlust_[action],melee,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,move,plus_1_free_[action]_action,ranged,https://static.wikia.nocookie.net/zombicide/images/d/d0/GenghisKhan_FR.png
haya,Haya,Frozen Fortress,crossbow,plus_1_die_[action],combat,guards_[skill],damage_2_[action]:ranged,plus_1_action,plus_1_die_[action],ranged,plus_1_free_[action]_action,move,plus_1_free_[action]_action,combat,plus_1_max_range,,marksman,,https://static.wikia.nocookie.net/zombicide/images/d/d4/Haya_FR.png
honda_takadatsu,Honda Takadatsu,Frozen Fortress,any_polearm,lucky,,guards_evade,,plus_1_action,plus_1_free_[action]_action,move,hit_run,,plus_1_free_[action]_action,combat,plus_1_roll_[action],melee,regeneration,,https://static.wikia.nocookie.net/zombicide/images/2/28/HondaTakadatsu_FR.png
hong_var,Hong Var,Frozen Fortress,ice_storm,plus_1_die_[action],magic,guards_push,,plus_1_action,roll_6_plus_1_damage_[action],magic,spellcaster,,plus_1_free_[action]_action,magic,plus_1_roll_[action],magic,spellbook,,https://static.wikia.nocookie.net/zombicide/images/0/06/HongVar_FF.png
hua_mulan,Hua Mulan,Frozen Fortress,sword,jump,,guards_[skill],lucky,plus_1_action,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,move,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,move,plus_1_free_[action]_action,ranged,https://static.wikia.nocookie.net/zombicide/images/a/a3/HuaMulan_FR.png
huang_gai,Huang Gai,Frozen Fortress,great_sword,damage_2_[action],melee,guards_[skill],damage_2_[action]:melee,plus_1_action,plus_1_free_[action]_action,melee,escalation_[action],melee,plus_1_free_[action]_action,melee,bloodlust_[action],melee,shove,,
huang_zhong,Huang Zhong,Frozen Fortress,war_bow,plus_1_free_[action]_action,ranged,guards_[skill],plus_1_max_range,plus_1_action,plus_1_die_[action],ranged,marksman,,plus_1_free_[action]_action,combat,plus_1_roll_[action],ranged,escalation_[action],ranged,
ichiro,Ichiro,Frozen Fortress,sword,slippery,,guards_evade,,plus_1_action,plus_1_roll_[action],melee,plus_1_free_[action]_action,move,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,https://static.wikia.nocookie.net/zombicide/images/c/c7/Ichiro_FR.png
inugami,Inugami,Frozen Fortress,sword,regeneration,,guards_[skill],plus_1_roll_[action]:melee,plus_1_action,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,move,plus_1_free_[action]_action,combat,damage_2_[action],melee,escalation_[action],melee,
jade_empress,Jade Empress,Frozen Fortress,jump,plus_1_free_[action]_action,search,guards_[skill],freeze_[action]:melee,plus_1_action,plus_1_roll_[action],melee,hoard,,plus_1_free_[action]_action,combat,plus_1_die_[action],combat,plus_1_free_[action]_action,move,https://static.wikia.nocookie.net/zombicide/images/8/81/JadeEmpress_FF.png
jie_ke,Jie Ke,Frozen Fortress,any_enchantment,lucky,,guards_push,,plus_1_action,plus_1_roll_[action],melee,jump,,plus_1_free_[action]_action,combat,bloodlust_[action],combat,spellcaster,,https://static.wikia.nocookie.net/zombicide/images/2/20/JieKe_FR.png
jiraiya,Jiraiya,Frozen Fortress,dagger,jump,,guards_push,,plus_1_action,plus_1_free_[action]_action,magic,plus_1_free_[action]_action,melee,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,lucky,,https://static.wikia.nocookie.net/zombicide/images/d/d2/Jiraiya_FR.png
kido_maru,Kido-Maru,Frozen Fortress,sword,plus_1_free_[action]_action,melee,guards_[skill],bloodlust_[action]:melee,plus_1_action,plus_1_die_[action],melee,swordmaster,,plus_1_die_[action],combat,plus_1_free_[action]_action,melee,taunt,,https://static.wikia.nocookie.net/zombicide/images/3/31/KidoMaru_FR.png
kodai_in,Kodai-In,Frozen Fortress,sword,jump,,guards_[skill],damage_2_[action]:melee,plus_1_action,born_leader,,damage_2_[action],melee,plus_1_free_[action]_action,melee,plus_1_roll_[action],melee,escalation_[action],melee,https://static.wikia.nocookie.net/zombicide/images/d/da/KodaiIn_FF.png
komatsuhime,Komatsuhime,Frozen Fortress,war_bow,freeze_[action],ranged,guards_[skill],plus_1_max_range,plus_1_action,plus_1_free_[action]_action,ranged,plus_1_max_range,,plus_1_die_[action],ranged,plus_1_free_[action]_action,ranged,escalation_[action],ranged,
kotahi,Kotahi,Frozen Fortress,combat_shield,taunt,,guards_[skill],lucky,plus_1_action,plus_1_free_[action]_action,move,roll_6_plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,escalation_[action],melee,jump,,
kurokage_maru,Kurokage-Maru,Frozen Fortress,katana,damage_2_[action],melee,guards_[skill],damage_2_[action]:melee,plus_1_action,plus_1_free_[action]_action,melee,plus_1_roll_[action],melee,plus_1_free_[action]_action,melee,hit_run,,roll_6_plus_1_damage_[action],melee,https://static.wikia.nocookie.net/zombicide/images/7/77/KurokageMaru_FF.png
lakshmana,Lakshmana,Frozen Fortress,war_bow,brother_in_arms_[game_effect],plus_1_free_[action]_action:ranged,guards_[skill],plus_1_max_range,plus_1_action,brother_in_arms_[game_effect],plus_1_roll_[action]:ranged,damage_2_[action],ranged,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,shove,,https://static.wikia.nocookie.net/zombicide/images/7/7e/Lakshmana_FR.png
lapu_lapu,Lapu Lapu,Frozen Fortress,sword,shove,,guards_push,,plus_1_action,plus_1_free_[action]_action,melee,taunt,,plus_1_free_[action]_action,combat,escalation_[action],melee,freeze_[action],combat,
lu_bu,Lu Bu,Frozen Fortress,halberd,plus_1_die_[action],combat,guards_[skill],plus_1_damage_[action]:combat,plus_1_action,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,ranged,plus_1_free_[action]_action,combat,roll_6_plus_1_die_[action],melee,roll_6_plus_1_die_[action],ranged,https://static.wikia.nocookie.net/zombicide/images/d/d7/LuBu_FR.png
ma_chao,Ma Chao,Frozen Fortress,guisarme,plus_1_free_[action]_action,move,guards_[skill],plus_1_zone_move,plus_1_action,plus_1_free_[action]_action,melee,charge,,plus_1_free_[action]_action,combat,plus_1_roll_[action],combat,roll_6_plus_1_die_[action],melee,
maeda_matsu,Maeda Matsu,Frozen Fortress,great_sword,sprint,,guards_[skill],plus_1_zone_move,plus_1_action,plus_1_free_[action]_action,melee,spellcaster,,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,spellbook,,
maki,Maki,Frozen Fortress,great_axe,taunt,,guards_[skill],damage_2_[action]:melee,plus_1_action,plus_1_free_[action]_action,melee,roll_6_plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,plus_1_roll_[action],melee,escalation_[action],melee,https://static.wikia.nocookie.net/zombicide/images/9/93/MakiFantasy.png
marquis_of_mao,Marquis of Mao,Frozen Fortress,dagger,improvised_weapon_[action],melee,guards_evade,,plus_1_action,plus_1_die_[action],melee,plus_1_free_[action]_action,move,plus_1_free_[action]_action,combat,damage_2_[action],melee,jump,,
meili,Meili,Frozen Fortress,horn_bow,hit_run,,guards_[skill],plus_1_max_range,plus_1_action,plus_1_free_[action]_action,ranged,point_blank,,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,damage_2_[action],ranged,
midoriko,Midoriko,Frozen Fortress,any_enchantment,shove,,guards_evade,,plus_1_action,lucky,,spellcaster,,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,enchantment,plus_1_free_[action]_action,move,
miyamoto_musashi,Miyamoto Musashi,Frozen Fortress,dagger,plus_1_roll_[action],melee,starts_with_[equipment],katana,plus_1_action,plus_1_free_[action]_action,melee,lucky,,plus_1_free_[action]_action,melee,plus_1_roll_[action],melee,hit_run,,
mu_guiying,Mu Guiying,Frozen Fortress,any_enchantment,plus_1_free_[action]_action,melee,guards_push,,plus_1_action,plus_1_free_[action]_action,magic,plus_1_free_[action]_action,melee,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,plus_1_roll_[action],combat,https://static.wikia.nocookie.net/zombicide/images/1/12/MuGuiying_FF.png
nezha,Nezha,Frozen Fortress,sprint,jump,,guards_[skill],jump,plus_1_action,plus_1_free_[action]_action,melee,plus_1_roll_[action],ranged,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,https://static.wikia.nocookie.net/zombicide/images/b/b9/Nezha_FR.png
ohori_tsuruhime,Ohori Tsuruhime,Frozen Fortress,war_bow,reaper_[action],ranged,guards_[skill],plus_1_max_range,plus_1_action,plus_1_roll_[action],ranged,escalation_[action],ranged,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,lucky,,
okuni,Okuni,Frozen Fortress,any_enchantment,slippery,,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_free_[action]_action,move,brother_in_arms_[game_effect],roll_6_plus_1_damage_[action]:combat,plus_1_free_[action]_action,combat,brother_in_arms_[game_effect],plus_1_roll_[action]:combat,spellbook,,https://static.wikia.nocookie.net/zombicide/images/f/f7/Okuni_FF.png
rajaraja_chola,Rajaraja Chola,Frozen Fortress,sword,born_leader,,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_free_[action]_action,melee,shove,,plus_1_free_[action]_action,melee,plus_1_roll_[action],melee,bloodlust_[action],melee,https://static.wikia.nocookie.net/zombicide/images/a/a2/RajarajaChola.png
rama,Rama,Frozen Fortress,war_bow,roll_6_plus_1_die_[action],ranged,guards_[skill],damage_2_[action]:ranged,plus_1_action,plus_1_roll_[action],ranged,roll_6_plus_1_damage_[action],ranged,plus_1_free_[action]_action,combat,plus_1_max_range,,hit_run,,https://static.wikia.nocookie.net/zombicide/images/f/f1/Rama.png
rebecca,Rebecca,Frozen Fortress,any_enchantment,choose_any_skill,,guards_[skill],freeze_[action]:melee,plus_1_action,plus_1_free_[action]_action,melee,freeze_[action],melee,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,lifesaver,,https://static.wikia.nocookie.net/zombicide/images/8/8d/Rebecca_FR.png
renart,Renart,Frozen Fortress,power_blast,slippery,,guards_evade,,plus_1_action,plus_1_roll_[action],magic,spellcaster,,plus_1_free_[action]_action,move,roll_6_plus_1_damage_[action],magic,roll_6_plus_1_die_[action],magic,https://static.wikia.nocookie.net/zombicide/images/c/cc/Renart_FF.png
richard,Richard,Frozen Fortress,war_bow,plus_1_die_[action],ranged,guards_[skill],damage_2_[action]:ranged,plus_1_action,plus_1_free_[action]_action,ranged,damage_2_[action],ranged,plus_1_free_[action]_action,combat,plus_1_max_range,,iron_rain,,https://static.wikia.nocookie.net/zombicide/images/f/f0/Richard.png
saika_magicoichi,Saika magicoichi,Frozen Fortress,horn_bow,plus_1_max_range,,guards_[skill],plus_1_max_range,plus_1_action,plus_1_free_[action]_action,ranged,roll_6_plus_1_damage_[action],ranged,plus_1_free_[action]_action,combat,hit_run,,lucky,,
sanada_yukimura,Sanada Yukimura,Frozen Fortress,halberd,barbarian,,guards_[skill],reach,plus_1_action,plus_1_free_[action]_action,melee,roll_6_plus_1_die_[action],combat,plus_1_free_[action]_action,combat,plus_1_roll_[action],melee,lucky,,
sarana_far_sight,Sarana Far-Sight,Frozen Fortress,horn_bow,plus_1_max_range,,guards_[skill],plus_1_max_range,plus_1_action,plus_1_free_[action]_action,ranged,brother_in_arms_[game_effect],plus_1_free_[action]_action:combat,plus_1_damage_[action],ranged,plus_1_roll_[action],ranged,roll_6_plus_1_die_[action],ranged,
sha_wujing,Sha Wujing,Frozen Fortress,any_enchantment,hoard,,guards_push,,plus_1_action,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,move,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,enchantment,bloodlust_[action],melee,
she_saihua,She Saihua,Frozen Fortress,any_combat_spell,plus_1_die_[action],magic,plus_1_free_[action]_action,guard_action,plus_1_action,roll_6_plus_1_die_[action],magic,spellcaster,,plus_1_free_[action]_action,magic,plus_1_roll_[action],magic,hit_run,,
sun_quan,Sun Quan,Frozen Fortress,sword,reaper_[action],melee,guards_[skill],damage_2_[action]:melee,plus_1_action,plus_1_free_[action]_action,melee,damage_2_[action],melee,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,barbarian,,
sun_tzu,Sun Tzu,Frozen Fortress,any_combat_spell,brother_in_arms_[game_effect],plus_1_free_[action]_action:combat,plus_1_free_[action]_action,guard_action,plus_1_action,brother_in_arms_[game_effect],spellcaster,lucky,,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,roll_6_plus_1_die_[action],combat,
sun_wukong,Sun Wukong,Frozen Fortress,any_polearm,sprint,,guards_evade,,plus_1_action,plus_1_free_[action]_action,move,jump,,plus_1_free_[action]_action,combat,lucky,,super_strength,,https://static.wikia.nocookie.net/zombicide/images/7/79/SunWukong_FF.png
suzuka_gozen,Suzuka Gozen,Frozen Fortress,sword,slippery,,guards_evade,,plus_1_action,plus_1_free_[action]_action,move,reaper_[action],melee,plus_1_free_[action]_action,combat,plus_1_zone_move,,spellcaster,,
tang_sanzang,Tang Sanzang,Frozen Fortress,any_combat_spell,damage_2_[action],magic,guards_push,,plus_1_action,escalation_[action],magic,spellbook,,plus_1_roll_[action],combat,lucky,,spellcaster,,
the_young_phoenix,The Young Phoenix,Frozen Fortress,,,,,,,,,,,,,,,,,
tomoe_gozen,Tomoe Gozen,Frozen Fortress,sprint,plus_1_die_[action],combat,guards_[skill],lucky,plus_1_action,plus_1_free_[action]_action,move,swordmaster,,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,roll_6_plus_1_die_[action],combat,https://static.wikia.nocookie.net/zombicide/images/5/5c/TomoeGozen_FF.png
uesugi_aya,Uesugi Aya,Frozen Fortress,any_enchantment,spellbook,,guards_push,,plus_1_action,plus_1_die_[action],magic,spellcaster,,plus_1_free_[action]_action,combat,damage_2_[action],magic,double_casting,,
wei_yan,Wei Yan,Frozen Fortress,halberd,taunt,,guards_[skill],damage_2_[action]:melee,plus_1_action,barbarian,,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,combat,escalation_[action],melee,roll_6_plus_1_damage_[action],melee,
xiahou_yuan,Xiahou Yuan,Frozen Fortress,war_bow,plus_1_free_[action]_action,move,guards_[skill],plus_1_zone_move,plus_1_action,plus_1_free_[action]_action,ranged,damage_2_[action],ranged,plus_1_free_[action]_action,combat,plus_1_roll_[action],ranged,escalation_[action],ranged,
xu_chu,Xu Chu,Frozen Fortress,great_axe,shove,,guards_push,,plus_1_action,plus_1_damage_[action],melee,roll_6_plus_1_die_[action],melee,plus_1_free_[action]_action,combat,barbarian,,lucky,,
yi_sun_sin,Yi Sun-Sin,Frozen Fortress,sword,tough,,guards_[skill],damage_2_[action]:ranged,plus_1_action,hit_run,,roll_6_plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,brother_in_arms_[game_effect],ironclad_[zombie]:abomination,born_leader,,https://static.wikia.nocookie.net/zombicide/images/8/81/YiSunSin_FR.png
zhao_yun,Zhao Yun,Frozen Fortress,any_polearm,bloodlust_[action],melee,close_quarter_master,,plus_1_action,plus_1_die_[action],melee,reaper_[action],melee,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,guard_action,
zuo_ci,Zuo Ci,Frozen Fortress,sprint,spellbook,,guards_evade,,plus_1_action,escalation_[action],magic,spellcaster,,plus_1_free_[action]_action,magic,plus_1_roll_[action],magic,roll_6_plus_1_damage_[action],magic,
miyamoto_usagi,Miyamoto Usagi,Usagi Yojimbo Box,katana,plus_1_roll_[action],melee,starts_with_[equipment],katana,plus_1_action,hit_run,,jump,,plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,https://static.wikia.nocookie.net/zombicide/images/6/61/MiyamotoUsagi.png
alrakis,Alrakis,Celestial Knights,only_armor,iron_hide,,,,plus_1_action,plus_1_free_[action]_action,melee,bloodlust_[action],melee,plus_1_free_[action]_action,combat,roll_6_plus_1_die_[action],melee,shove,,
avenging_princess_stellar,Avenging Princess Stellar,Celestial Knights,only_armor,born_leader,,,,plus_1_action,brother_in_arms_[game_effect],plus_1_free_[action]_action:combat,hit_run,,plus_1_action,,plus_1_roll_[action],combat,brother_in_arms_[game_effect],escalation_[action]:combat,
eridan,Eridan,Celestial Knights,only_armor,taunt,,,,plus_1_action,plus_1_free_[action]_action,magic,roll_6_plus_1_damage_[action],magic,plus_1_free_[action]_action,combat,plus_1_roll_[action],magic,spellcaster,,
